,enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours
3677,5387,city_173,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,30
3678,28495,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,11,10000+,Pvt Ltd,>4,12
3679,29236,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,10,10000+,Pvt Ltd,2,81
3680,9595,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,4,106
3681,30101,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Pvt Ltd,3,196
3682,8733,city_73,0.754,Male,Has relevent experience,no_enrollment,Masters,No Major,5,10/49,Pvt Ltd,>4,35
3683,29105,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,5000-9999,Pvt Ltd,1,8
3685,31501,city_40,0.7759999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,8,100-500,Pvt Ltd,2,92
3686,32648,city_165,0.903,Male,Has relevent experience,no_enrollment,Masters,STEM,12,500-999,Pvt Ltd,1,84
3687,2362,city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,>4,23
3688,10016,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,18,<10,Pvt Ltd,>4,59
3689,16568,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,1,78
3690,19390,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,286
3691,26066,city_45,0.89,Female,Has relevent experience,no_enrollment,Masters,Humanities,12,10/49,Pvt Ltd,1,66
3692,18443,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,1,28
3693,22063,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,13,100-500,Funded Startup,1,222
3694,32375,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,7,5000-9999,Pvt Ltd,2,28
3695,28960,city_74,0.579,Male,Has relevent experience,Part time course,Graduate,STEM,6,100-500,Funded Startup,1,17
3696,33233,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,1,3
3697,22903,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Pvt Ltd,4,196
3698,11277,city_136,0.897,Male,No relevent experience,Part time course,Graduate,STEM,5,50-99,Funded Startup,2,9
3699,27717,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,>4,156
3700,14406,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,>4,47
3701,2650,city_61,0.9129999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,62
3702,10631,city_21,0.624,Male,No relevent experience,Full time course,Masters,Other,1,50-99,Pvt Ltd,never,20
3703,9506,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,100-500,Pvt Ltd,1,84
3704,16920,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Pvt Ltd,>4,13
3705,30474,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,>4,52
3706,32896,city_152,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,4,1000-4999,Pvt Ltd,1,5
3707,26841,city_114,0.9259999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,17,100-500,Pvt Ltd,3,95
3708,21524,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,Other,4,10000+,Pvt Ltd,2,102
3709,1488,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Pvt Ltd,1,33
3710,16369,city_114,0.9259999999999999,Male,No relevent experience,Full time course,Graduate,STEM,3,50-99,NGO,1,68
3711,14340,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Other,9,50-99,Pvt Ltd,2,8
3712,15180,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,244
3713,28632,city_16,0.91,Male,Has relevent experience,Part time course,Graduate,STEM,8,5000-9999,Pvt Ltd,2,92
3714,27814,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,2,54
3715,13446,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10/49,Pvt Ltd,4,61
3716,4285,city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,13,5000-9999,Pvt Ltd,1,20
3717,11598,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,12,50-99,Pvt Ltd,1,54
3718,29929,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,10,100-500,Funded Startup,>4,48
3719,13472,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,3,86
3720,17373,city_57,0.866,Male,Has relevent experience,no_enrollment,Masters,STEM,9,5000-9999,Pvt Ltd,2,47
3721,14202,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,5,10000+,Pvt Ltd,2,38
3722,16775,city_103,0.92,Male,No relevent experience,no_enrollment,Phd,STEM,>20,1000-4999,Pvt Ltd,>4,24
3723,32457,city_104,0.924,Male,No relevent experience,no_enrollment,Phd,STEM,>20,1000-4999,Public Sector,1,60
3724,7324,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,13,<10,Pvt Ltd,>4,87
3725,29691,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Business Degree,<1,10000+,Pvt Ltd,1,74
3726,29323,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Pvt Ltd,1,60
3727,2863,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,12,500-999,Pvt Ltd,1,50
3728,26107,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,3,106
3729,32580,city_100,0.887,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,83
3730,32871,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Funded Startup,2,44
3731,21974,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,44
3732,2297,city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,1,22
3733,7265,city_142,0.727,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,2,8
3734,29740,city_45,0.89,Male,Has relevent experience,Part time course,Graduate,STEM,12,100-500,Pvt Ltd,1,97
3735,5524,city_165,0.903,Male,Has relevent experience,no_enrollment,Masters,STEM,6,100-500,Pvt Ltd,1,152
3736,26045,city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,2,26
3737,20393,city_11,0.55,Male,Has relevent experience,Part time course,Graduate,No Major,6,500-999,Pvt Ltd,1,23
3738,11579,city_28,0.9390000000000001,Male,Has relevent experience,Part time course,Graduate,STEM,15,100-500,Pvt Ltd,>4,78
3739,14964,city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,3,294
3740,16196,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,10000+,Public Sector,>4,10
3741,9781,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,332
3742,6917,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,4,92
3743,20363,city_89,0.925,Male,No relevent experience,no_enrollment,Masters,STEM,7,100-500,Public Sector,>4,52
3744,6911,city_65,0.802,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Pvt Ltd,1,129
3745,21707,city_105,0.794,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,3,90
3746,7063,city_142,0.727,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Early Stage Startup,never,148
3747,16753,city_73,0.754,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,1,42
3748,9353,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,19,1000-4999,Pvt Ltd,>4,112
3749,29877,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,>4,52
3750,29374,city_71,0.884,Male,No relevent experience,no_enrollment,Masters,STEM,2,<10,Pvt Ltd,1,106
3751,22750,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,3,50-99,Early Stage Startup,1,150
3752,10095,city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,>4,10
3753,32437,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,1,48
3754,232,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,1000-4999,Other,>4,46
3755,24864,city_149,0.6890000000000001,Male,No relevent experience,Part time course,Graduate,STEM,5,5000-9999,Pvt Ltd,1,18
3756,9831,city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,5,10000+,Public Sector,2,46
3757,15554,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Early Stage Startup,1,178
3758,28859,city_94,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,43
3759,21508,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,1,96
3760,2536,city_28,0.9390000000000001,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,48
3761,3373,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,16,10/49,Pvt Ltd,>4,28
3762,3933,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Funded Startup,>4,44
3763,5459,city_75,0.9390000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10/49,Pvt Ltd,2,53
3764,5398,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,50
3765,3843,city_10,0.895,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,101
3766,7875,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Pvt Ltd,1,28
3767,15135,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,<10,Pvt Ltd,1,9
3768,16100,city_16,0.91,Male,Has relevent experience,Part time course,Graduate,STEM,4,10000+,Pvt Ltd,never,13
3769,10818,city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,>4,10
3770,11089,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,5000-9999,Pvt Ltd,1,34
3771,13698,city_16,0.91,Male,No relevent experience,Full time course,Masters,STEM,1,50-99,Public Sector,1,56
3772,61,city_162,0.767,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,>4,46
3773,13601,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,2,57
3774,9746,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,106
3775,18982,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,202
3776,23576,city_57,0.866,Male,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Pvt Ltd,>4,216
3777,21940,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,Humanities,2,50-99,Pvt Ltd,1,36
3778,210,city_131,0.68,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10/49,Funded Startup,2,29
3779,2423,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,1,80
3780,27186,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,3,109
3781,1911,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Pvt Ltd,2,36
3782,15219,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,94
3783,22552,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,4,<10,Pvt Ltd,1,49
3784,1716,city_149,0.6890000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Funded Startup,1,70
3785,31,city_115,0.789,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Pvt Ltd,1,112
3786,5873,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,13,50-99,Pvt Ltd,1,29
3787,22195,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,19,10000+,Pvt Ltd,4,27
3788,25006,city_36,0.893,Male,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,1,102
3789,8425,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Funded Startup,1,42
3790,6180,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,Humanities,>20,500-999,Pvt Ltd,1,20
3791,9351,city_162,0.767,Male,Has relevent experience,Full time course,Graduate,STEM,10,100-500,Public Sector,2,82
3792,24496,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,500-999,Pvt Ltd,>4,163
3793,19003,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,2,<10,Pvt Ltd,2,3
3794,15561,city_136,0.897,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Public Sector,>4,28
3795,9289,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10/49,Pvt Ltd,never,60
3796,21312,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,1,31
3797,28957,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,4,<10,Public Sector,1,96
3798,22178,city_50,0.8959999999999999,Male,Has relevent experience,Part time course,Phd,STEM,>20,10000+,Public Sector,>4,30
3799,32577,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,20,50-99,Pvt Ltd,1,78
3800,16004,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,9,500-999,Pvt Ltd,4,2
3801,31400,city_149,0.6890000000000001,Male,No relevent experience,Full time course,Graduate,STEM,3,5000-9999,Pvt Ltd,2,116
3802,31052,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,156
3803,741,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10/49,Pvt Ltd,2,86
3804,14471,city_90,0.698,Male,Has relevent experience,Part time course,Graduate,STEM,5,<10,Pvt Ltd,1,40
3805,10881,city_105,0.794,Male,No relevent experience,no_enrollment,Graduate,STEM,3,10/49,Pvt Ltd,>4,66
3806,24886,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,1,102
3807,32810,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,14
3808,8465,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,>4,24
3809,16043,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,>4,144
3810,14451,city_11,0.55,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,NGO,1,32
3811,24498,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,8
3812,8648,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,>4,34
3813,33178,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,78
3814,11781,city_114,0.9259999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,4,10000+,Pvt Ltd,2,36
3815,26350,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Pvt Ltd,2,12
3816,29104,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,<10,Early Stage Startup,2,58
3817,10437,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,>4,64
3818,5753,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Pvt Ltd,>4,17
3819,24618,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,6
3820,1150,city_61,0.9129999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,14,100-500,Pvt Ltd,1,80
3821,2522,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,2,<10,Pvt Ltd,1,43
3822,12769,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,2,19
3823,26256,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,11
3824,22102,city_12,0.64,Male,Has relevent experience,Part time course,Masters,STEM,9,500-999,Public Sector,2,51
3825,9999,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Humanities,<1,<10,NGO,1,34
3826,30837,city_105,0.794,Male,No relevent experience,no_enrollment,Graduate,STEM,11,100-500,Public Sector,2,31
3827,31272,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,5000-9999,Pvt Ltd,4,56
3828,22294,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,4,41
3829,30947,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,11,10/49,Funded Startup,1,54
3830,253,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,1,64
3831,23804,city_142,0.727,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,5000-9999,Pvt Ltd,1,38
3832,29027,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,3,112
3833,10644,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,<1,50-99,Pvt Ltd,1,26
3834,24482,city_103,0.92,Female,No relevent experience,Full time course,Graduate,STEM,3,5000-9999,Pvt Ltd,1,336
3835,21606,city_71,0.884,Male,No relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,4,13
3836,25739,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,50-99,Pvt Ltd,2,77
3837,15182,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,1,8
3838,5888,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,4,36
3839,16364,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,>4,36
3840,32097,city_118,0.722,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,4,90
3841,20805,city_105,0.794,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,9
3842,25253,city_114,0.9259999999999999,Male,No relevent experience,no_enrollment,Masters,STEM,7,<10,Pvt Ltd,>4,12
3843,26070,city_57,0.866,Male,No relevent experience,Part time course,Graduate,STEM,10,100-500,Pvt Ltd,never,43
3844,32235,city_73,0.754,Male,No relevent experience,Full time course,Masters,STEM,19,100-500,NGO,>4,270
3845,7591,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,NGO,1,176
3846,11297,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,<10,Pvt Ltd,>4,146
3847,7904,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,5,100-500,NGO,1,76
3848,24358,city_28,0.9390000000000001,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,92
3849,27652,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,3,13
3850,18551,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,<10,Early Stage Startup,1,25
3851,12510,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,1,112
3852,1828,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,12
3853,21826,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Pvt Ltd,1,10
3854,7442,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Funded Startup,1,143
3855,30397,city_91,0.691,Male,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,never,89
3856,9868,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,1,51
3857,27969,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Humanities,4,50-99,Funded Startup,1,83
3858,16756,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,Other,<1,10000+,Pvt Ltd,2,108
3859,18252,city_165,0.903,Male,Has relevent experience,no_enrollment,Graduate,Humanities,16,10/49,Pvt Ltd,>4,57
3860,6344,city_98,0.9490000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Pvt Ltd,1,23
3861,10040,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Other,>4,72
3862,27484,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Funded Startup,1,42
3863,1453,city_75,0.9390000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,>4,86
3864,29922,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Early Stage Startup,2,12
3865,29241,city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Other,>4,15
3866,3090,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Phd,STEM,18,1000-4999,NGO,1,12
3867,12395,city_114,0.9259999999999999,Female,Has relevent experience,no_enrollment,Masters,STEM,5,100-500,Pvt Ltd,1,46
3868,14891,city_61,0.9129999999999999,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,10/49,Pvt Ltd,2,21
3869,22941,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,1,63
3870,22939,city_41,0.8270000000000001,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Public Sector,>4,102
3871,31655,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10/49,Early Stage Startup,1,24
3872,11678,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,65
3873,17537,city_103,0.92,Female,Has relevent experience,Part time course,Graduate,STEM,15,10000+,Pvt Ltd,2,9
3874,2508,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,12,50-99,Pvt Ltd,1,47
3875,19135,city_114,0.9259999999999999,Female,Has relevent experience,no_enrollment,Graduate,STEM,14,10/49,Funded Startup,1,14
3876,20173,city_73,0.754,Male,No relevent experience,no_enrollment,Graduate,STEM,7,100-500,Funded Startup,1,70
3877,25312,city_67,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,11,10000+,Pvt Ltd,4,52
3878,11984,city_13,0.8270000000000001,Male,Has relevent experience,Full time course,Masters,STEM,8,1000-4999,Pvt Ltd,1,11
3879,22343,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,4,31
3880,31975,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Public Sector,1,138
3881,145,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1000-4999,Pvt Ltd,1,40
3882,28054,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,4,52
3883,22985,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,1,53
3884,19857,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,17,<10,Pvt Ltd,1,326
3885,21442,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Funded Startup,1,206
3886,12885,city_78,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Funded Startup,2,20
3888,31588,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10/49,Early Stage Startup,2,34
3889,30410,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,4,60
3890,8350,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,100-500,Pvt Ltd,4,23
3891,14699,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Funded Startup,1,31
3892,10473,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,<10,Pvt Ltd,2,2
3893,27615,city_75,0.9390000000000001,Male,Has relevent experience,no_enrollment,Masters,Other,5,50-99,Pvt Ltd,2,36
3894,3908,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,5000-9999,Pvt Ltd,1,19
3895,28890,city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,1,4
3896,24472,city_71,0.884,Male,No relevent experience,Full time course,Graduate,STEM,10,<10,Early Stage Startup,1,41
3897,26892,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,12,10000+,Pvt Ltd,2,23
3898,33200,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,1,78
3899,16996,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Arts,14,10/49,Pvt Ltd,>4,58
3900,19242,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Funded Startup,2,44
3901,27420,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,never,112
3902,33371,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,1000-4999,NGO,>4,56
3903,22273,city_57,0.866,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Early Stage Startup,1,39
3904,21103,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,20,100-500,Pvt Ltd,>4,194
3905,10433,city_103,0.92,Male,No relevent experience,no_enrollment,Phd,Humanities,5,10000+,Public Sector,3,21
3906,33151,city_165,0.903,Other,No relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,1,50
3907,15391,city_16,0.91,Male,No relevent experience,Full time course,Masters,STEM,9,100-500,Public Sector,4,134
3908,774,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,14,<10,Pvt Ltd,1,94
3909,22640,city_136,0.897,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,3,140
